STUDY_INFO,STUDY_DATE_BEGIN,STUDY_DATE_END,NUM_CASE,SUB_NATIONAL_REGION,AREA_SIZE,YEAR_PUBLICATION,LONGITUDE,LATITUDE,AREA_HOSPITAL,COUNTRY,DIAGNOSTIC_METHOD_SUMMARY,STUDY_TYPE
"Kassegne, I., et al., [Diagnostic, therapeutic, and prognostic aspects of typhoid intestinal perforations in Dapaong, Togo]. Med Sante Trop, 2016. 26(1): p. 71-4.",2009,2011,110.0,"Dapaong, Northern Togo",5 km by 4 km,2016,0.20485981868552,10.8672949369467,Area,Togo,Clinical symptoms,Retrospective study
"Boillat-Blanco, N., et al. (2020). ""Causes of fever in Tanzanian adults attending outpatient clinics: a prospective cohort study."" Clin Microbiol Infect.",2013,2014,28.0,Dar es Salaam,20 km by 40 km,2020,39.2144530929582,-6.82479851339112,NA,"Tanzania, United Republic of",Culture,Prospective study
"De Santis, O., et al., Predictive value of clinical and laboratory features for the main febrile diseases in children living in Tanzania: A prospective observational study. PLoS One, 2017. 12(5): p. e0173314.",2008,2008,NA,"Dar es Salaam, Tanzania",20 km by 40 km,2017,39.2144530929582,-6.82479851339112,Area,"Tanzania, United Republic of",Culture,Prospective study
"Boillat-Blanco, N., et al., Etiologies of acute febrile illness among adults attending outpatient clinics in Dar es Salaam, Tanzania. Tropical Medicine and International Health, 2015. 20((Boillat-Blanco N.; Genton B.; D'Acremont V.) University of Basel, Swiss Tropical and Public Health Institute, Basel, Switzerland): p. 157-158.",2013,2014,NA,"Dar es Salaam, Tanzania",21 km by 40 km,2015,39.2144530929582,-6.82479851339112,Area,"Tanzania, United Republic of",Culture,Prospective study
"Mawazo, A., et al. (2019). ""Performance of Widal test and stool culture in the diagnosis of typhoid fever among suspected patients in Dar es Salaam, Tanzania."" BMC Res Notes 12(1): 316.",43252,43344,158.0,"Dar es Salaam, Tanzania",22 km by 40 km,2019,39.2144530929582,-6.82479851339112,Area,"Tanzania, United Republic of",Stool culture,Cross-sectional study
"Boillat-Blanco, N., et al., Prognostic value of quickSOFA as a predictor of 28-day mortality among febrile adult patients presenting to emergency departments in Dar es Salaam, Tanzania. PLoS One, 2018. 13(6): p. e0197982.",2005,2005,28.0,"Dar es Salaam, Tanzania",19 km by 47 km,2018,39.223715059727,-6.82656447105385,Area,"Tanzania, United Republic of",Rapid test,Retrospective study
"Keddy, K.H., et al., Molecular epidemiological investigation of a typhoid fever outbreak in South Africa, 2005: the relationship to a previous epidemic in 1993. Epidemiology and Infection, 2010((Keddy K.H.; Ismail H.; Smith A.M.) Enteric Diseases Reference Unit, National Institute for Communicable Diseases and Faculty of Health Sciences, University of the Witwatersrand, Johannesburg, South Africa): p. 1-7.",2005,2005,NA,Delmas,24 km by 18 km,2005,28.613644810042,-26.180678208172,Area,South Africa,Culture,Case-control study
"Animut, A., et al., Febrile illnesses of different etiology among outpatients in four health centers in Northwestern Ethiopia. Jpn J Infect Dis, 2009. 62(2): p. 107-10.",2006,2006,11.0,"Dembecha health center, Western Gojjam zone, Northwestern Ethiopia",NA,2009,37.4824833674338,10.5680867184809,Hospital,Ethiopia,Widal test,Cross-sectional study
"Siourime, S.N., et al., SEROTYPING AND ANTIMICROBIAL DRUG RESISTANCE OF SALMONELLA ISOLATED FROM LETTUCE AND HUMAN DIARRHEA SAMPLES IN BURKINA FASO. Afr J Infect Dis, 2017. 11(2): p. 24-30.",2009,2015,2.0,"District Sanitaire de Boromo, Boromo department, Balé Province",2 km by 2 km,2017,-2.93208423422732,11.748509024067,Area,Burkina Faso,Stool culture,Prospective study
"Siourime, S.N., et al., SEROTYPING AND ANTIMICROBIAL DRUG RESISTANCE OF SALMONELLA ISOLATED FROM LETTUCE AND HUMAN DIARRHEA SAMPLES IN BURKINA FASO. Afr J Infect Dis, 2017. 11(2): p. 24-30.",2009,2015,1.0,"District Sanitaire de Gourcy, Gourcy Department,  Zondoma Province",5 km by 5 km,2017,-2.35392403284198,13.2017778408535,Area,Burkina Faso,Stool culture,Prospective study
"Ako, A. A., G. E. Nkeng, et al. (2009). ""Water quality and occurrence of water-borne diseases in the Douala 4th District, Cameroon."" Water Sci Technol 59(12): 2321-2329.",1995,2006,NA,Douala 4th District,NA,2009,NA,NA,Area,Cameroon,Unclear,Retrospective study
"Natheu, C. K. and B. P. Telefo (2020). ""Comparison of performance of two widal test techniques with stool culture in the diagnosis of typhoid fever at the Dschang District Hospital, West Cameroon."" Asian Journal of Pharmaceutical and Clinical Research 13(5): 171-174.",2019,NA,325.0,"Dschang District Hospital, Dschang city, West Province",NA,2020,10.0611442972483,5.44692271565942,Hospital,Cameroon,Widal test,Cross-sectional study
"Natheu, C. K. and B. P. Telefo (2020). ""Comparison of performance of two widal test techniques with stool culture in the diagnosis of typhoid fever at the Dschang District Hospital, West Cameroon."" Asian Journal of Pharmaceutical and Clinical Research 13(5): 171-174.",2019,NA,159.0,"Dschang District Hospital, Dschang city, West Province",NA,2020,10.0611442972483,5.44692271565942,Hospital,Cameroon,Stool culture,Cross-sectional study
"Centers for Disease Control and Prevention (2012). ""Notes from the field: Salmonella Typhi infections associated with contaminated water--Zimbabwe, October 2011-May 2012."" MMWR. Morbidity and mortality weekly report 61(23): 435.",2011,2012,NA,"Dzivaresekwa, Harare",NA,2012,30.9000415321032,-17.7833186467484,Area,Zimbabwe,Blood culture,Case report
"Muti, M., et al. (2014). ""Typhoid outbreak investigation in Dzivaresekwa, suburb of Harare City, Zimbabwe, 2011."" Pan Afr Med J 18: 309.",2011,2012,1078.0,"Dzivaresekwa, Harare",NA,2014,30.9000415321032,-17.7833186467484,Area,Zimbabwe,Clinical symptoms,Outbreak
"Adeyeye, E.I. and I.G. Adanlawo, Analysis of medical admissions into children's ward of the Ekiti state specialist hospital, Ado-Ekiti, Nigeria, 2000-2001. Biosciences Biotechnology Research Asia, 2007. 4(1): p. 123-134.",2000,2001,63.0,"Ekiti State Specialist Hospital, Children's Ward, Ado-Ekiti, Ekiti State",NA,2007,5.22154544875539,7.64263479410467,Hospital,Nigeria,Clinical symptoms,Retrospective study
"Agwu, E., J. C. Ihongbe, et al. (2009). ""High incidence of co-infection with Malaria and Typhoid in febrile HIV infected and AIDS patients in Ekpoma, Edo State, Nigeria."" Braz J Microbiol 40(2): 329-332.",2003,2004,190.0,"Ekpoma, Edo State",9 km by 7 km,2009,6.14158395973422,6.74045436557844,Area,Nigeria,Blood culture,Prospective study
"Kariuki, S., J. Mwituria, et al. (2004). ""Typhoid is over-reported in Embu and Nairobi, Kenya."" Afr J Health Sci 11(3-4): 103-110.",2002,2003,10.0,"Embu Provincial Hospital, Embu",NA,2004,37.4531274910679,-0.523519714452249,Hospital,Kenya,Blood culture,Case-control study
"Kariuki, S., G. Revathi, et al. (2004). ""Characterization of multidrug-resistant typhoid outbreaks in Kenya."" J Clin Microbiol 42(4): 1477-1482.",2001,2002,14.0,"Embu, Eastern Region",2 km by 4 km,2004,37.4591227175004,-0.535274670839788,Area,Kenya,Blood culture,Outbreak
"Ugochukwu, A. I., O. C. Amu, et al. (2013). ""Ileal perforation due to typhoid fever - review of operative management and outcome in an urban centre in Nigeria."" Int J Surg 11(3): 218-222.",2007,2009,86.0,Enugu State University of Science and Technology Teaching Hospital,NA,2013,7.53864499999999,6.30586999999999,Hospital,Nigeria,Clinical symptoms,Retrospective study
"Chichom-Mefire, A., T.A. Fon, and M. Ngowe-Ngowe, Which cause of diffuse peritonitis is the deadliest in the tropics? A retrospective analysis of 305 cases from the South-West Region of Cameroon. World J Emerg Surg, 2016. 11: p. 14.",2007,2013,43.0,"Fako division, Southwest Region",56 km by 60 km,2016,9.26039788811961,4.17956980389353,Area,Cameroon,Clinical symptoms,Retrospective study
"Ukwaja, K. N. (2010). ""Typhoid fever presenting as a depressive disorder--a case report."" Rural Remote Health 10(2): 1276.",2009,NA,1.0,"Family Health Centre, Abeokuta, Ogun, Nigeria",NA,2010,3.359045,7.145309,Hospital,Nigeria,Widal test,Retrospective study
"Obaro, S. K., F. Hassan-Hanga, et al. (2015). ""Salmonella Bacteremia Among Children in Central and Northwest Nigeria, 2008-2015."" Clin Infect Dis 61 Suppl 4: S325-331.",2008,2015,84.0,Federal Capital Territory,141 km by 105 km,2015,7.16546682016013,8.8542057492861,Area,Nigeria,Blood culture,Prospective study
"Obaro, S., L. Lawson, et al. (2011). ""Community acquired bacteremia in young children from central Nigeria--a pilot study."" BMC Infect Dis 11: 137.",2008,2009,44.0,Federal Capital Territory,141 km by 105 km,2011,7.16546682016013,8.8542057492861,Area,Nigeria,Blood culture,Prospective study
"Wong, V. K., et al. (2016). ""Molecular Surveillance Identifies Multiple Transmissions of Typhoid in West Africa."" PLoS Negl Trop Dis 10(9): e0004781.",2012,2015,84.0,Federal Capital Territory,142 km by 105 km,2016,7.16546682016013,8.8542057492861,Area,Nigeria,Blood culture,Prospective study
"Michael, G., et al. (2019). ""Utilization of accident and emergency department at a semi-urban Nigerian hospital: A preliminary prospective study."" Journal of Acute Disease 8(3): 106-112.",2018,2018,6.0,"Federal Medical Center, Birnin Kudu",NA,2019,9.48522528271388,11.4424878882105,Hospital,Nigeria,Unclear,Prospective study
"Michael, G., et al. (2019). ""Utilization of accident and emergency department at a semi-urban Nigerian hospital: A preliminary prospective study."" Journal of Acute Disease 8(3): 106-112.",2018,2018,7.0,"Federal Medical Center, Birnin Kudu",NA,2019,9.48522528271388,11.4424878882105,Hospital,Nigeria,Clinical symptoms,Prospective study
"Adias, T. C., et al. (2010). ""Distribution of antibodies to Salmonella in the sera of blood donors in the south-western region of Nigeria."" Blood Transfus 8(3): 163-169.",2004,2005,106.0,"Federal Medical Center, Ido-Ekiti",NA,2010,5.18771762606244,7.84342959285315,Hospital,Nigeria,Widal test,Prospective study
"Onyemaechi, N. O., S. O. Popoola, et al. (2015). ""Mortality Pattern of Hospitalized Surgical Patients in a Nigerian Tertiary Hospital."" Indian J Surg 77(Suppl 3): 881-885.",2009,2011,16.0,Federal Medical Centre Makurdi,NA,2015,8.515629,7.74078599999999,Hospital,Nigeria,Clinical symptoms,Retrospective study
"Nuhu, A., S. Dahwa, et al. (2010). ""Operative management of typhoid ileal perforation in children."" Afr J Paediatr Surg 7(1): 9-13.",2004,2008,46.0,"Federal Medical Centre, Azare",NA,2010,10.203948,11.6726379999999,Hospital,Nigeria,Clinical symptoms,Retrospective study
"Animut, A., et al., Febrile illnesses of different etiology among outpatients in four health centers in Northwestern Ethiopia. Jpn J Infect Dis, 2009. 62(2): p. 107-10.",2006,2006,37.8739999999999,"Finote Selam Hospital, Western Gojjam zone, Northwestern Ethiopia",NA,2009,37.2694555094477,10.6778649986079,Hospital,Ethiopia,Widal test,Cross-sectional study
"Animut, A., et al., Febrile illnesses of different etiology among outpatients in four health centers in Northwestern Ethiopia. Jpn J Infect Dis, 2009. 62(2): p. 107-10.",2006,2006,7.0,"Finoteselam Hospital, Western Gojjam zone, Northwestern Ethiopia",NA,2009,37.2689297889548,10.6779764696875,Hospital,Ethiopia,Widal test,Cross-sectional study
"Okome-Nkoumou, M., E. Ayo Nkana, et al. (2000). ""[Typhoid and paratyphoid fever in adults in the Internal Medicine Department at Libreville (Gabon)]."" Sante 10(3): 205-209.",1992,1996,71.0,"Fondation Jeanne-Ebori, Libreville",NA,2000,9.466738,0.429774,Hospital,Gabon,Blood culture,Retrospective study
"Solomon, F. B., et al. (2018). ""Burden of intestinal pathogens and associated factors among asymptomatic food handlers in South Ethiopia: emphasis on salmonellosis."" BMC Res Notes 11(1): 502.",2016,2017,9.675,food handlers in randomly selected meal serving facilities in Wolaita Sodo town,3 km by 5 km,2018,37.7630962256645,6.85769875732392,NA,Ethiopia,Widal test,Cross-sectional study
"Momo Kadia, B., et al., Bowel Resection and Ileotransverse Anastomosis as Preferred Therapy for 15 Typhoid Ileal Perforations and Severe Peritoneal Contamination in a Very Elderly Patient. Case Rep Surg, 2017. 2017: p. 9424237.",NA,NA,1.0,"Foumbot District Hospital, Foumbot town (or commune)",NA,2017,NA,NA,Hospital,Cameroon,Widal test,Case report
"Campbell, J. D., S. O. Sow, et al. (2004). ""The causes of hospital admission and death among children in Bamako, Mali."" J Trop Pediatr 50(3): 158-163.",2000,2000,25.0,"Gabriel Touré teaching hospital, Bamako",20 km by 20 km,2004,-7.9865980975896,12.6004930322044,Hospital,Mali,Clinical symptoms,Retrospective study
"Coulibaly, Y., et al. (2013). ""[Typhoid peritonitis in children: Evaluation of morbi-mortality at the Gabriel Touré teaching hospital in Bamako]."" Mali Med 28(3): 30-33.",2005,2010,105.0,"Gabriel Touré teaching hospital, Bamako",NA,2013,-7.9865980975896,12.6004930322044,Hospital,Mali,Clinical symptoms,Retrospective study
"Sanogo, Z. Z., et al. (2013). ""[Ileal typhoid perforations: clinical and therapeutic aspects in tropical area]."" Mali Med 28(3): 6-11.",2000,2007,75.0,"Gabriel Touré teaching hospital, Bamako",NA,2013,-7.9865980975896,12.6004930322044,Hospital,Mali,Widal test,Retrospective study
"Makanjuola, O. B., et al. (2012). ""Quinolone and multidrug resistant Salmonella typhi in Ibadan, Nigeria."" International Journal of Tropical Medicine 7(3): 103-107.",2008,2009,NA,"General Hospital Moniya, Ibadan",NA,2012,3.91089639616367,7.53245199338044,Hospital,Nigeria,Blood culture,Prospective study
"Igharo, E.A., et al., Dual infection with typhoid and malaria in febrile patients in Ikare Akoko, Nigeria. International Journal of Tropical Medicine, 2012. 7(1): p. 49-52.",NA,NA,173.0,"General hospital, Ikare Akoko, Ondo state",NA,2012,5.7647313099256,7.52850776862429,Hospital,Nigeria,Widal test,Prospective study
"Adias, T. C., et al. (2010). ""Distribution of antibodies to Salmonella in the sera of blood donors in the south-western region of Nigeria."" Blood Transfus 8(3): 163-169.",2004,2005,106.0,"General Hospital, Lagos",NA,2010,3.35773264478164,6.50906247145934,Hospital,Nigeria,Widal test,Prospective study
"Ali, J. and Y. Kebede, Frequency of isolation and antimicrobial susceptibility pattern of bacterial isolates from blood culture, Gondar University teaching hospital, Northwest Ethiopia. Ethiop Med J, 2008. 46(2): p. 155-61.",2001,2005,4.0,"Gondar University teaching hospital, Gondar town (North western Ethiopia)",NA,2008,37.4521319999999,12.603018,Hospital,Ethiopia,Blood culture,Retrospective study
"Siourime, S.N., et al., SEROTYPING AND ANTIMICROBIAL DRUG RESISTANCE OF SALMONELLA ISOLATED FROM LETTUCE AND HUMAN DIARRHEA SAMPLES IN BURKINA FASO. Afr J Infect Dis, 2017. 11(2): p. 24-30.",2009,2015,12.0,"Gourcy, Zondoma",5 km by 5 km,2017,-2.3540957411709,13.2009422189637,Area,Burkina Faso,Stool culture,Prospective study
"Tarupiwa, A., et al. (2015). ""Evaluation of TUBEX-TF and OnSite Typhoid IgG/IgM Combo rapid tests to detect Salmonella enterica serovar Typhi infection during a typhoid outbreak in Harare, Zimbabwe."" BMC Res Notes 8: 50.",2012,2012,136.0,Harare,32 km by 30 km,2015,31.0568462960763,-17.8277004865715,Area,Zimbabwe,Blood culture,Outbreak
"Mutaurwa, N. S., et al. (2020). ""Ciprofloxacin resistant salmonella typhi isolated at national microbiology reference laboratory in harare, zimbabwe (January to april 2016)."" Open Public Health Journal 13(1): 1-6.",2016,2017,35.0,Harare Central Hospital,NA,2020,31.0126031840876,-17.8591618351939,Hospital,Zimbabwe,Blood culture,Prospective study
"Davis, W. W., et al. (2017). ""Typhoid fever outbreak in Harare, Zimbabwe, 2016- 2017."" American Journal of Tropical Medicine and Hygiene 97(5): 143-144.",2016,2017,77.0,"Harare, Zimbabwe",30 km by 30 km,2017,31.0568462960763,-17.8277004865715,Area,Zimbabwe,Blood culture,Outbreak
"Imanishi, M., P. F. Kweza, et al. (2014). ""Household water treatment uptake during a public health response to a large typhoid fever outbreak in Harare, Zimbabwe."" Am J Trop Med Hyg 90(5): 945-954.",2011,2012,52.0,"Harare, Zimbabwe",31 km by 30 km,2014,31.0568462960763,-17.8277004865715,Area,Zimbabwe,Blood culture,Outbreak
"Mashe, T., et al. (2019). ""Laboratory characterisation of Salmonella enterica serotype Typhi isolates from Zimbabwe, 2009-2017."" BMC Infect Dis 19(1): 487.",2009,2017,550.0,"Harare, Zimbabwe",32 km by 30 km,2019,31.0568462960763,-17.8277004865715,Area,Zimbabwe,Blood culture,Outbreak
"Bello, N., et al., Characterization and Antimicrobial Susceptibility Profile of Bacteraemia Causing Pathogens Isolated from Febrile Children with and without Sickle Cell Disease in Kano, Nigeria. Mediterr J Hematol Infect Dis, 2018. 10(1): p. e2018016.",NA,NA,NA,"Hasiya Bayero Pediatric Hospital, Kano",NA,2018,8.51809548505151,11.9886114930298,Hospital,Nigeria,Blood culture,Prospective study
"Fusheini, A. and S. K. Gyawu (2020). ""Prevalence of Typhoid and Paratyphoid Fever in the Hohoe Municipality of the Volta Region, Ghana: A Five-Year Retrospective Trend Analysis."" Ann Glob Health 86(1): 111.",2012,2016,6282.0,"Hohoe Municipality, Volta region",5 km by 5 km,2020,0.476617632407342,7.15103439371751,Area,Ghana,Blood culture,Prospective study
"Wam, E. C., et al. (2019). ""Comparative study on the use of widal test to stool culture in the laboratory diagnosis of typhoid fever in holy family hospital akum, north west region of Cameroon."" Open Microbiology Journal 13(1): 73-80.",2018,NA,64.0,"Holy Family Hospital Akum, Santa town (or commune)",NA,2019,NA,NA,Hospital,Cameroon,Widal test,Cross-sectional study
"Wam, E. C., et al. (2019). ""Comparative study on the use of widal test to stool culture in the laboratory diagnosis of typhoid fever in holy family hospital akum, north west region of Cameroon."" Open Microbiology Journal 13(1): 73-80.",2018,NA,44.0,"Holy Family Hospital Akum, Santa town (or commune)",NA,2019,NA,NA,Hospital,Cameroon,Stool culture,Cross-sectional study
"Caronna, R., et al., Comparative analysis of primary repair vs resection and anastomosis, with laparostomy, in management of typhoid intestinal perforation: results of a rural hospital in northwestern Benin. BMC Gastroenterol, 2013. 13: p. 102.",2011,2012,104.0,"Hôpital Saint Jean de Dieu, Tanguièta",NA,2013,1.265035,10.622755,Hospital,Benin,Clinical symptoms,Retrospective study
"Grieco, M., et al. (2019). ""Jejunal multiple perforations for combined abdominal typhoid fever and miliary peritoneal tuberculosis."" Pan Afr Med J 33: 51.",NA,NA,1.0,"Hôpital Saint Jean de Dieu, Tanguièta",NA,2019,1.265035,10.622755,Hospital,Benin,Clinical symptoms,Retrospective study
"Siourime, S.N., et al., SEROTYPING AND ANTIMICROBIAL DRUG RESISTANCE OF SALMONELLA ISOLATED FROM LETTUCE AND HUMAN DIARRHEA SAMPLES IN BURKINA FASO. Afr J Infect Dis, 2017. 11(2): p. 24-30.",2009,2015,3.0,Hospital District De Bogodogo,NA,2017,-1.49451978877138,12.3348807958583,Hospital,Burkina Faso,Stool culture,Prospective study
"Popoola, O., et al. (2019). ""Bacteremia Among Febrile Patients Attending Selected Healthcare Facilities in Ibadan, Nigeria."" Clin Infect Dis 69(Suppl 6): S466-s473.",2017,2017,27.0,Ibadan,28 km by 23 km,2019,3.89029535728375,7.38452867174502,Area,Nigeria,Blood culture,Prospective study
"Inyang, A. W., et al. (2017). ""Primary versus delayed primary closure of laparotomy wounds in children following typhoid ileal perforation in Ile-Ife, Nigeria."" African journal of paediatric surgery : AJPS 14(4): 70-73.",2007,2008,34.0,Ife,16 km by 13 km,2017,4.551979522305,7.47363208928722,Area,Nigeria,Clinical symptoms,Case-control study
"Aghanwa, H. S. and O. Morakinyo (2001). ""Correlates of psychiatric morbidity in typhoid fever in a Nigerian general hospital setting."" General Hospital Psychiatry 23(3): 158-162.",1984,1989,136.0,Ife State Hospital,10 km by 10 km,2001,4.5534332350171,7.47756251090043,Hospital,Nigeria,Clinical symptoms,Retrospective study
"Abdur-Rahman, O. L., et al. (2009). ""Outcome of acalculous cholecystitis from typhoid in Nigerian children."" Journal of the National Medical Association 101(7): 717-719.",2000,2006,6.0,"Ilorin, Kwara State",5 km by 3 km,2009,4.54232247141642,8.53542841975813,Area,Nigeria,Clinical symptoms,Retrospective study
"Marks, F., et al., Incidence of invasive salmonella disease in sub-Saharan Africa: a multicentre population-based surveillance study. Lancet Glob Health, 2017. 5(3): p. e310-e323.",2011,2013,6.0,"Imerintsiatosika, Arivonimamo",3 km by 2 km,2017,47.329394337736,-18.9793199860988,Area,Madagascar,Blood culture,Prospective study
"Ukaga, C. N., C. N. Orji, et al. (2006). ""Concomitant bacteria in the blood of malaria patients in Owerri, southeastern Nigeria."" Tanzan Health Res Bull 8(3): 186-188.",NA,NA,25.0,"Imo State University, Owerri",NA,2006,7.01865399999999,5.473188,Hospital,Nigeria,Blood culture,Case-control study
"Mashe, T., et al. (2019). ""Laboratory characterisation of Salmonella enterica serotype Typhi isolates from Zimbabwe, 2009-2017."" BMC Infect Dis 19(1): 487.",2009,2017,550.0,Inyanga,6 km by 2 km,2019,32.7415437997025,-18.2222864029485,Area,Zimbabwe,Blood culture,Outbreak
"Okullo, J.O., W.N. Moturi, and G.M. Ogendi, Open Defaecation and Its Effects on the Bacteriological Quality of Drinking Water Sources in Isiolo County, Kenya. Environ Health Insights, 2017. 11: p. 1178630217735539.",NA,NA,NA,Isiolo County,280 km by 60 km,2017,NA,NA,Area,Kenya,Environmental sample culture,Cross-sectional study
"Marks, F., et al., Incidence of invasive salmonella disease in sub-Saharan Africa: a multicentre population-based surveillance study. Lancet Glob Health, 2017. 5(3): p. e310-e323.",2011,2013,9.0,"Isotory, Antananarivo district",5 km by 8 km,2017,47.5155075072755,-18.9111533351205,Area,Madagascar,Blood culture,Prospective study
"Marks, F., et al., Incidence of invasive salmonella disease in sub-Saharan Africa: a multicentre population-based surveillance study. Lancet Glob Health, 2017. 5(3): p. e310-e323.",2011,2013,3.0,"Isotry, Antananarivo",1 km by 1 km,2017,47.329394337736,-18.9793199860988,Area,Madagascar,Blood culture,Prospective study
"Animut, A., et al., Febrile illnesses of different etiology among outpatients in four health centers in Northwestern Ethiopia. Jpn J Infect Dis, 2009. 62(2): p. 107-10.",2006,2006,11.0,"Jiga health center, Western Gojjam zone, Northwestern Ethiopia",NA,2009,37.3741444226627,10.6726147716204,Hospital,Ethiopia,Widal test,Cross-sectional study
"Animut, A., et al., Febrile illnesses of different etiology among outpatients in four health centers in Northwestern Ethiopia. Jpn J Infect Dis, 2009. 62(2): p. 107-10.",2006,2006,6.0,"Jiga health center, Western Gojjam zone, Northwestern Ethiopia",NA,2009,37.3741551702524,10.6726253356341,Hospital,Ethiopia,Widal test,Cross-sectional study
"Feasey, N. A., B. N. Archer, et al. (2010). ""Typhoid fever and invasive nontyphoid salmonellosis, Malawi and South Africa."" Emerg Infect Dis 16(9): 1448-1451.",2003,2004,105.0,Johannesburg,22 km by 10 km,2010,22.9375059999999,-30.5594819999999,Area,South Africa,CSF culture,Retrospective study
"Chirdan, L. B., et al. (2003). ""Acalculous cholecystitis in Nigerian children."" Pediatric Surgery International 19(1-2): 65-67.",1992,2001,2.0,Jos,21 km by 7 km,2003,8.87983651132194,9.90912589835449,Area,Nigeria,Blood culture,Retrospective study
"Stanley, P. C. and A. E. Andrew (2002). ""Fregoli syndrome: a rare persecutory delusion in a 17 year old sufferer of psychosis associated with typhoid fever at Jos University Teaching Hospital, Jos, Nigeria."" Niger J Med 11(1): 33-34.",NA,NA,1.0,Jos University Teaching Hospital,NA,2002,8.960257,9.90766099999999,Hospital,Nigeria,Widal test,Case report
"Ugwu, B. T., S. J. Yiltok, et al. (2005). ""Typhoid intestinal perforation in north central Nigeria."" West Afr J Med 24(1): 1-6.",1994,2003,101.0,Jos University Teaching Hospital,NA,2005,8.960461,9.90745,Hospital,Nigeria,Clinical symptoms,Retrospective study
"Kache, S. A., et al. (2016). ""Outcome of primary closure of abdominal wounds following laparotomy for peritonitis in children."" African journal of paediatric surgery : AJPS 13(4): 185-188.",2004,2009,47.0,"Barau Dikko Teaching Hospital, Kaduna; University of Abuja, Abuja Teaching Hospital, Gwagwalada; National Hospital, Abuja, Nigeria",4 km by 4 km,2016,NA,NA,Area,Nigeria,Clinical symptoms,Prospective study
"Kansiime, C., E. Rutebemberwa, et al. (2015). ""Annual trends of human brucellosis in pastoralist communities of south-western Uganda: a retrospective ten-year study."" Infect Dis Poverty 4: 39.",2013,2013,85.0,Kampala City,25 km by 20 km,2015,32.5888229999999,0.332255,Area,Uganda,Unclear,Prospective study
"Kabwama, S.N., et al., A large and persistent outbreak of typhoid fever caused by consuming contaminated water and street-vended beverages: Kampala, Uganda, January - June 2015. BMC Public Health, 2017. 17(1): p. 23.",2015,2015,51.0,Kampala City,25 km by 20 km,2017,32.5888229999999,0.332255,Area,Uganda,Unclear,Outbreak
"Obaro, S. K., F. Hassan-Hanga, et al. (2015). ""Salmonella Bacteremia Among Children in Central and Northwest Nigeria, 2008-2015."" Clin Infect Dis 61 Suppl 4: S325-331.",2008,2015,280.0,Kano City,4 km by 2 km,2015,8.51899328282138,11.9867664349939,Area,Nigeria,Blood culture,Prospective study
"Admassu, D., et al. (2019). ""Prevalence and antimicrobial susceptibility pattern of Salmonella enterica serovar Typhi and Salmonella enterica serovar Paratyphi among febrile patients at Karamara Hospital, Jigjiga, eastern Ethiopia."" SAGE Open Med 7: 2050312119837854.",2016,2016,14.21,"Karamara Hospital, Jigjiga",NA,2019,42.8008059546817,9.359251485113,Hospital,Ethiopia,Blood culture,Cross-sectional study
"Walters, M. S., J. Routh, et al. (2014). ""Shifts in geographic distribution and antimicrobial resistance during a prolonged typhoid fever outbreak--Bundibugyo and Kasese Districts, Uganda, 2009-2011."" PLoS Negl Trop Dis 8(3): e2726.",2009,2011,1341.0,Kasese,60 km by 60 km,2014,30.0142201341683,0.133442792434258,Area,Uganda,Blood culture,Outbreak
"Neil, K. P., S. V. Sodha, et al. (2012). ""A large outbreak of typhoid fever associated with a high rate of intestinal perforation in Kasese District, Uganda, 2008-2009."" Clin Infect Dis 54(8): 1091-1099.",2007,2009,192.0,Kasese District,61 km by 60 km,2012,30.0142201341683,0.133442792434258,Area,Uganda,Blood culture,Outbreak
"Walters, M. S., J. Routh, et al. (2014). ""Shifts in geographic distribution and antimicrobial resistance during a prolonged typhoid fever outbreak--Bundibugyo and Kasese Districts, Uganda, 2009-2011."" PLoS Negl Trop Dis 8(3): e2726.",2009,2011,709.0,Kasese District,60 km by 60 km,2014,30.0142201341683,0.133442792434258,Area,Uganda,Blood culture,Outbreak
"Mirembe, B. B., et al. (2019). ""Temporal, spatial and household dynamics of Typhoid fever in Kasese district, Uganda."" PLoS One 14(4): e0214650.",2013,2016,1298.0,Kasese District,60 km by 60 km,2019,30.0142201341683,0.133442792434258,Area,Uganda,Blood culture,Retrospective study
"Frank, B.L., Biomagnetic Pair Therapy and Typhoid Fever: A Pilot Study. Med Acupunct, 2017. 29(5): p. 308-312.",NA,NA,13.0,Kenyan charitable clinic,NA,2017,NA,NA,Hospital,Kenya,Widal test,Prospective study
"Kariuki, S., C. Gilks, et al. (2000). ""Genotypic analysis of multidrug-resistant Salmonella enterica Serovar typhi, Kenya."" Emerg Infect Dis 6(6): 649-651.",1988,1993,16.0,"Kenyatta National Hospital, Nairobi",60 km by 60 km,2000,36.80699,-1.30097,Hospital,Kenya,Blood culture,Retrospective study
"Kariuki, S., C. Gilks, et al. (2000). ""Genotypic analysis of multidrug-resistant Salmonella enterica Serovar typhi, Kenya."" Emerg Infect Dis 6(6): 649-651.",1997,1999,22.0,"Kenyatta National Hospital, Nairobi",NA,2000,36.80699,-1.30097,Hospital,Kenya,Blood culture,Retrospective study
"Kariuki, S., J. Mwituria, et al. (2004). ""Typhoid is over-reported in Embu and Nairobi, Kenya."" Afr J Health Sci 11(3-4): 103-110.",2002,2003,0.0,"Kenyatta National Hospital, Nairobi",NA,2004,36.80699,-1.30097,Hospital,Kenya,Blood culture,Case-control study
